Județ,Localitate,Website,Email,Telefon
BRASOV,SINCA,https://comunasinca.ro/,primaria_sinca@yahoo.com,268245301
BRASOV,SINCA NOUA,http://www.sincanoua.eu/,primariasincanoua@yahoo.com,268228698
BRASOV,SOARS,http://www.primariasoars.ro/,primariasoars@yahoo.com,268285440
BRASOV,TARLUNGENI,www.comunatarlungeni.ro,primaria.tarlungeni@yahoo.com,268365713
BRASOV,TELIU,http://www.primariateliu.ro/,primariateliu@yahoo.com,268518316
BRASOV,TICUS,http://www.primaria-ticus.ro/,contact@primaria-ticus.ro,268285828
BRASOV,UCEA,https://primariaucea.ro/,contact@primariaucea.ro,268247176
BRASOV,UNGRA,https://www.comunaungra.ro/,contact@comunaungra.ro,268248211
BRASOV,VAMA BUZAULUI,http://www.comunavamabuzaului.ro/,comunavamabuzaului@yahoo.com,268288505
BRASOV,VISTEA,https://comunavistea.ro/,primaria.vistea@yahoo.com,0268247303; 0268247304
BRASOV,VOILA,https://comunavoila.ro/,contact@comunavoila.ro,268517615
BRASOV,VULCAN,http://primaria-vulcan.ro/,uat@primaria-vulcan.ro,268256354
BRAILA,MUNICIPIUL BRAILA,http://www.primariabr.ro/,pmb@primariabraila.ro,239694947
BRAILA,ORAS FAUREI,https://orasulfaurei.ro/,primariafaurei@gmail.com,239661424
BRAILA,ORAS IANCA,http://primaria-ianca.ro/,primaria.ianca@yahoo.com,0239668178; 0239668877
BRAILA,ORAS INSURATEI,http://primariaorasinsuratei.ro/,primariainsuratei@yahoo.com,0239660312; 0239660059
BRAILA,BARAGANUL,http://www.primariabaraganul.ro/,primariabaraganulbr@yahoo.com,239663009
BRAILA,BERTESTII DE JOS,http://www.bertestiidejos.ro/,bertestiidejos@br.e-adm.ro,239699909
BRAILA,BORDEI VERDE,https://www.primariabordeiverde.ro/,secretariat@primariabordeiverde.ro,239696088
BRAILA,CAZASU,https://www.cazasu.ro/,primariacazasu@yahoo.com,239695369
BRAILA,CHISCANI,http://primariachiscani.ro/,primariachiscani@yahoo.com,239664011
BRAILA,CIOCILE,https://comunaciocile.ro/,primariaciocile@yahoo.com,239699210
BRAILA,CIRESU,https://cjbraila.ro/dm/portal.nsf/AllByUNID/Prim%C4%83ria-Cire%C5%9Fu-00019506?OpenDocument,primariaciresu@yahoo.com,239623749
BRAILA,DUDESTI,http://www.comunadudesti.ro/,dudestibraila@yahoo.com,239663415
BRAILA,FRECATEI,http://www.primariafrecatei-braila.ro/,uatfrecatei@yahoo.com,721207325
BRAILA,GALBENU,https://brgalbenu.ro/,primariagalbenu@yahoo.com,239696270
BRAILA,GEMENELE,https://cjbraila.ro/dm/portal.nsf/AllByUNID/Prim%C4%83ria-Gemenele-00019512?OpenDocument,uatgemenele@yahoo.com,239697336
BRAILA,GRADISTEA,https://www.primariagradisteabraila.ro/,pgradistea@yahoo.com,239615658
BRAILA,GROPENI,http://www.comunagropeni.ro/,primariagropeni@gmail.com,239639944
BRAILA,JIRLAU,https://jirlau.ro/,primaria@comunajirlau.ro,0239667206; 0239667130
BRAILA,MARASU,http://www.primariamarasu.ro,primariamarasu@yahoo.com,239696706
BRAILA,MAXINENI,https://primariamaxineni.ro/,contact@primariamaxineni.ro,239695795
BRAILA,MIRCEA VODA,http://www.primariamirceavoda.ro/,primaria.mirceavoda@yahoo.com,239669583
BRAILA,MOVILA MIRESII,https://www.brmovilamiresii.ro/,brmovilamiresii@yahoo.com,239697914
BRAILA,RACOVITA,http://www.racovita-br.ro/,primaria.racovita@yahoo.com,239698725
BRAILA,RAMNICELU,http://www.primariarimnicelu.ro/,primariarimnicelu@yahoo.com,239698173
BRAILA,ROMANU,http://primariaromanu.ro/,primariaromanu@ymail.com,239697142
BRAILA,ROSIORI,https://www.rosiori-br.ro/,primaria_rosiori@yahoo.com,0239699492; 0239699310
BRAILA,SALCIA TUDOR,https://www.salciatudor.ro/,secretariat@salciatudor.ro,239698943
BRAILA,SCORTARU NOU,https://www.primariascortarunou.ro/,uatscortarunou@yahoo.com,239697519
BRAILA,SILISTEA,http://primariasilistea-br.ro/,primar@primariasilistea-br.ro,239638962
BRAILA,STANCUTA,http://stancuta.ro/,stancutaprimaria@yahoo.com,0239665682; 0239665668
BRAILA,SURDILA-GAISEANCA,http://www.primariagaiseanca.ro/,primariagaiseanca@yahoo.com,0239650300; 0239650072; 0730559128
BRAILA,SURDILA-GRECI,https://www.comunasurdilagreci.ro/,comunasurdilagreci@yahoo.com,239661000
BRAILA,SUTESTI,https://www.primariasutesti.ro/,sutesti11@yahoo.com,239667811
BRAILA,TICHILESTI,https://www.primariatichilesti.ro/,primariatichilesti@yahoo.com,239664590
BRAILA,TRAIAN,https://www.uat-traian.ro/,primariatraianbr@yahoo.com,239613239
BRAILA,TUDOR VLADIMIRESCU,https://www.primariatudorvladimirescu-br.ro/,primariatudorvladimirescu@yahoo.com,239613284
BRAILA,TUFESTI,http://www.primariatufesti.ro/,primariatufesti@gmail.com,239665330
BRAILA,ULMU,https://www.primariaulmu.ro/,primaria_ulmu@yahoo.com,0239638171; 0239638175
BRAILA,UNIREA,https://www.unirea-braila.ro/,primaria_unirea@yahoo.com,239653000
BRAILA,VADENI,https://vadeni.ro/,office@vadeni.ro,239697664
BRAILA,VICTORIA,http://primariavictoria-br.ro/,victoriaprimaria@yahoo.com,239699729
BRAILA,VISANI,http://primariavisani.ro/,primar@primariavisani.ro,239696491
BRAILA,VIZIRU,https://www.primaria-viziru.ro/,registratura@primaria-viziru.ro,239666400
BRAILA,ZAVOAIA,http://primariazavoaia.ro/,zavoaiabr@yahoo.com,239638790
BUZAU,MUNICIPIUL BUZAU,https://primariabuzau.ro/,cabinet.primar@primariabuzau.ro,238710562
BUZAU,MUNICIPIUL RAMNICU SARAT,http://www.primariermsarat.ro/,primarie_rmsarat@yahoo.com,238561946
BUZAU,ORAS NEHOIU,http://www.primaria-nehoiu.ro/,primarianehoiu@yahoo.com,238504548
BUZAU,ORAS PATARLAGELE,http://www.primariapatarlagele.ro/,primaria.patarlagele@yahoo.com,0238550001; 0238550185
BUZAU,ORAS POGOANELE,https://www.primariepogoanele.ro/,primariepogoanele@yahoo.com,238552165
BUZAU,AMARU,https://www.primariaamaru.ro/,primaria_amaru@yahoo.com,238796842
BUZAU,BALACEANU,http://www.comunabalaceanu.ro/,primariabalaceanu@gmail.com,238777635
BUZAU,BALTA ALBA,https://www.baltaalba.ro/,primariabaltaalba@gmail.com,238790063
BUZAU,BECENI,http://primariabeceni.ro/,primariabeceni@yahoo.com,238528631
BUZAU,BERCA,http://primariaberca.ro/,primariaberca@gmail.com,238526004
BUZAU,BISOCA,https://www.primariabisoca.ro/,primariabisoca@yahoo.com,238708841
BUZAU,BLAJANI,https://www.blajani.ro/,primariablajani@yahoo.com,238500501
BUZAU,BOLDU,https://primariaboldu.ro/,primaria.boldu@gmail.com,238576505
BUZAU,BOZIORU,https://www.comunabozioru.ro/,bozioru@bz.e-adm.ro,238708036
BUZAU,BRADEANU,https://www.comuna-bradeanu.ro/,primaria.bradeanu@gmail.com,238535057
BUZAU,BRAESTI,https://www.braesti-buzau.ro/,primaria_braesti@yahoo.com,238525000
BUZAU,BREAZA,https://primariabreazabz.ro/,primaria_breazabz@yahoo.com,238511501
BUZAU,BUDA,http://www.comuna-buda.ro/2019/,primariabuda@gmail.com,238575345
BUZAU,C.A. ROSETTI,http://www.primariacarosetti.ro/,primaria_carosetti@yahoo.com,238731001
BUZAU,CALVINI,http://www.primariacalvini.ro/,primaria.calvini@yahoo.com,238523647
BUZAU,CANESTI,https://www.comunacanesti.ro/,primariacanesti@yahoo.com,0741100098; 0746157404
BUZAU,CATINA,http://www.primaria-catina.ro/,primaria.catina@yahoo.com,238504003
BUZAU,CERNATESTI,https://cernatesti.ro/,primariacernatesti@cernatesti.ro,238508001
BUZAU,CHILIILE,https://www.primariachiliile.ro/,primariachiliilebuzau@yahoo.com,371352013
BUZAU,CHIOJDU,https://www.comunachiojdu.ro/,primariachiojdu@yahoo.com,238799618
BUZAU,CILIBIA,http://comunacilibia.ro/,primarcilibia@yahoo.com,0786140311; 0786140310
BUZAU,CISLAU,http://www.primariacislau.ro/,cislauprimaria@gmail.com,238501580
BUZAU,COCHIRLEANCA,https://www.comunacochirleanca.ro/,primariacochirleanca@yahoo.com,238736370
BUZAU,COLTI,http://primariacolti.ro/,primariacolti@yahoo.com,238502501
BUZAU,COSTESTI,https://www.costesti-buzau.ro/,primaria.costesti.buzau@gmail.com,238536158
BUZAU,COZIENI,https://www.primariacozieni.ro/,primaria_cozieni@yahoo.com,238750943
BUZAU,FLORICA,https://www.comunaflorica.ro/,primaria.florica@yahoo.com,238582750
BUZAU,GALBINASI,https://comunagalbinasi.ro/,primariagalbinasi@yahoo.com,371425064
BUZAU,GHERASENI,http://www.primariagheraseni.ro/,primariagheraseni@yahoo.com,238583331
BUZAU,GHERGHEASA,https://comunaghergheasa.ro/,primaria.ghergheasa@yahoo.com,238577300
BUZAU,GLODEANU SARAT,https://www.primariaglodeanusarat.ro/,primaria.glodeanusarat@gmail.com,0238580700; 0238580714
BUZAU,GLODEANU-SILISTEA,https://www.glodeanu-silistea.ro/,primglsilistea@yahoo.com,0238558168; 0238558377
BUZAU,GREBANU,https://grebanu.ro/,primariagrebanu@gmail.com,0238778714; 0237778761
BUZAU,GURA TEGHII,https://www.comunagurateghii.ro/,primariagurateghii@yahoo.com,238520000
BUZAU,LARGU,http://primarialargu.ro/2019/,primaria_largu@yahoo.com,0238757865; 0238757876
BUZAU,LOPATARI,https://www.comunalopatari.ro/,com_lopatari@yahoo.com,238704064
BUZAU,LUCIU,https://www.primaria-luciu.ro/,primaria_luciu@yahoo.com,238539301
BUZAU,MAGURA,https://www.comunamagura.ro/,maguraprimarie@yahoo.com,238504501
BUZAU,MANZALESTI,http://primariaminzalesti.ro/,primaria_minzalesti@yahoo.com,0238509508; 0238509512
BUZAU,MARACINENI,https://primariamaracineni.ro/,primariamaracineni@yahoo.com,238556547
BUZAU,MARGARITESTI,https://primariamargaritesti.ro/,primariamargaritesti@yahoo.com,238757057
BUZAU,MEREI,https://primariamerei.ro/,office@primariamerei.ro,238509159
BUZAU,MIHAILESTI,https://www.comunamihailesti.ro/,primariamihailesti@yahoo.com,238775005
BUZAU,MOVILA BANULUI,https://www.comunamovilabanului.ro/,primaria_movilabanului@hotmail.com,238796659
BUZAU,MURGESTI,http://primariamurgesti.ro/,primaria.murgesti@yahoo.com,238774202
BUZAU,NAENI,https://primarianaeni.ro/,primarianaieni@yahoo.com,238797003
BUZAU,ODAILE,https://www.primariaodaile.ro/,primariaodailebz@yahoo.com,0238547605; 0238525494
BUZAU,PADINA,http://www.primariapadina.ro/,primariapadina@ymail.com,238534173
BUZAU,PANATAU,http://primariapanatau.ro/,primaria.panatau@yahoo.com,238502013
BUZAU,PARDOSI,https://www.pardosi.ro/,primariapardosi_bz@yahoo.com,238774234
BUZAU,PARSCOV,https://www.pirscov.ro/,pirscov@gmail.com,0238527006; 0238527135
BUZAU,PIETROASELE,N/A,primariapietroasele@yahoo.com,238512000
BUZAU,PODGORIA,https://comunapodgoria.ro/,primariapodgoria@yahoo.com,238774923
BUZAU,POSTA CALNAU,https://www.comunapostacilnau.ro/,primariapostacalnau@gmail.com,238521873
BUZAU,PUIESTI,https://www.primariapuiesti-bz.ro/,secretar@primariapuiesti-bz.ro,0238730903; 0238576109
BUZAU,RACOVITENI,http://racoviteni.ro/,primariaracoviteni@racoviteni.ro,238798134
BUZAU,RAMNICELU,https://www.rimnicelu.ro/,primaria_rimnicelu@yahoo.com,238775707
BUZAU,ROBEASCA,https://comunarobeasca.ro/,primaria_robeasca@yahoo.com,238581800
BUZAU,RUSETU,https://www.primariarusetu.ro/,primarie_rusetu@yahoo.com,238733104
BUZAU,SAGEATA,https://www.comunasageata.ro/,prim_sageata@yahoo.com,238781168
BUZAU,SAHATENI,N/A,primariasahatenibz@yahoo.com,238594136
BUZAU,SAPOCA,http://primariasapoca.ro/,primariasapocabz@gmail.com,238508479
BUZAU,SARULESTI,http://primariasarulesti.ro/,com_sarulesti@yahoo.com,238548206
BUZAU,SCORTOASA,https://primariascortoasa.ro/,primariascortoasabz@yahoo.com,238705613
BUZAU,SCUTELNICI,http://www.primariascutelnici.ro/2019/,primar@primariascutelnici.ro,238583511
BUZAU,SIRIU,https://comunasiriu.ro/,primariasiriu@yahoo.com,238520541
BUZAU,SMEENI,https://www.comunasmeeni.ro/,primaria.smeeni@gmail.com,238732503
BUZAU,STALPU,https://primariastilpu.ro/,primariastilpu@yahoo.com,0238753598; 0238753599
BUZAU,TINTESTI,https://www.tintesti.ro/,primariatintesti@yahoo.com,238532070
BUZAU,TISAU,https://www.comunatisau.ro/,primariatisau@yahoo.ro,238597560
BUZAU,TOPLICENI,https://www.comunatopliceni.ro/,topliceni01@gmail.com,238762116
BUZAU,ULMENI,http://primariaulmenibuzau.ro/,primariaulmeni_buzau@yahoo.com,0238503076; 0238503004
BUZAU,UNGURIU,http://primariaunguriu.ro/,primariaunguriu@yahoo.co.uk,238504900
BUZAU,VADU PASII,https://www.comunavadupasii.ro/,primaria.vadupasii@yahoo.com,23878810
BUZAU,VALCELELE,http://primariavilcelelebuzau.ro/,primariavalcelele@yahoo.com,238776857
BUZAU,VALEA RAMNICULUI,https://www.comunavalearimnicului.ro/,primariavalearamnicului@yahoo.com,238774410
BUZAU,VALEA SALCIEI,https://www.comuna-valeasalciei.ro/,primariavs@yahoo.com,238575201
BUZAU,VERNESTI,https://primariavernesti.judet-buzau.ro/,primariavernesti2018@yahoo.com,238705007
BUZAU,VINTILA VODA,https://vintila-voda.judet-buzau.ro/,prim_vintila_voda@yahoo.com,238509003
BUZAU,VIPERESTI,https://www.comunaviperesti.ro/,primar_viperesti@yahoo.com,0238799245; 0238799240
BUZAU,ZARNESTI,https://primariazarnesti.judet-buzau.ro/,primariazarnesti@yahoo.com,238785175
BUZAU,ZIDURI,http://primariaziduribz.ro/,primaria@primariaziduribz.ro,238578201
CARAS-SEVERIN,MUNICIPIUL RESITA,http://www.primaria-resita.ro/,centru@primariaresita.ro,255221964
CARAS-SEVERIN,MUNICIPIUL CARANSEBES,http://www.primaria-caransebes.ro/portal/CarasSeverin/Caransebes/portal.nsf/Index/100?OpenDocument,primaria.caransebes@gmail.com,0255514885; 0255515139
CARAS-SEVERIN,ORAS ANINA,http://www.primaria-anina.ro/,primar.anina@yahoo.com,255240115
CARAS-SEVERIN,ORAS BAILE HERCULANE,https://www.primaria-baileherculane.ro/,primbh@yahoo.com,255560439
CARAS-SEVERIN,ORAS BOCSA,https://www.orasulbocsa.ro/,primariabocsa@yahoo.com,"0255555000
0355566605
0355566606"
CARAS-SEVERIN,ORAS MOLDOVA NOUA,http://www.moldovanoua.com/,contact@moldovanoua.com,255540997
CARAS-SEVERIN,ORAS ORAVITA,http://www.primariaoravita.ro/,primariaorasuluioravita@gmail.com,255571133
CARAS-SEVERIN,ORAS OTELU ROSU,https://otelu-rosu.ro/,primaria_otelurosu@yahoo.com,255530803
CARAS-SEVERIN,ARMENIS,http://www.armenis.ro/,armeniscs@yahoo.com,255529604
CARAS-SEVERIN,BANIA,https://www.primariabania.ro/,primariabania@gmail.com,255243611
CARAS-SEVERIN,BAUTAR,N/A,primaria.bautar@gmail.com,255521602
CARAS-SEVERIN,BERLISTE,http://primariaberliste.ro/,primariaberlistecs@yahoo.com,255576101
CARAS-SEVERIN,BERZASCA,http://primariaberzasca.ro/,berzeasca_cs@yahoo.com,255545601
CARAS-SEVERIN,BERZOVIA,https://www.primaria-berzovia.ro/,primaria.berzovia@yahoo.com,255525601
CARAS-SEVERIN,BOLVASNITA,http://www.primaria-bolvasnita.ro/,primaria@primaria-bolvasnita.ro,371106133
CARAS-SEVERIN,BOZOVICI,http://www.primariabozovici.ro/,p_bozovici@yahoo.com,0255242612; 0255242145
CARAS-SEVERIN,BREBU,https://www.comunabrebu.ro/,contact@comunabrebu.ro,255232524
CARAS-SEVERIN,BREBU NOU,N/A,primaria.garina@yahoo.com,751112380
CARAS-SEVERIN,BUCHIN,https://primariabuchin.ro,primar@primariabuchin.ro,255516163
CARAS-SEVERIN,BUCOSNITA,https://www.primariabucosnita.ro/,primaria@primariabucosnita.ro,255519400
CARAS-SEVERIN,CARASOVA,http://primariacarasova.ro/,primaria.carasova@yahoo.com,255232000
CARAS-SEVERIN,CARBUNARI,https://comuna-carbunari.ro/,primaria_carbunari@yahoo.com,374088864
CARAS-SEVERIN,CICLOVA ROMANA,https://primariaciclovaromana.ro/,primariaciclovaromana@yahoo.com,255575305
CARAS-SEVERIN,CIUCHICI,http://www.primaria-ciuchici.ro/,primariaciuchici@yahoo.com,25557620
CARAS-SEVERIN,CIUDANOVITA,https://www.primariaciudanovita.ro/,primaria_ciudanovita@yahoo.com,255575709
CARAS-SEVERIN,CONSTANTIN DAICOVICIU,http://www.primariaconstantindaicoviciu.ro/,primariacavaran@yahoo.com,255510126
CARAS-SEVERIN,COPACELE,https://www.primariacopacele.ro/,primariacopacele@gmail.com,355401315
CARAS-SEVERIN,CORNEA,https://www.primaria-cornea.ro,primariacorneacs@yahoo.com,255261312
CARAS-SEVERIN,CORNEREVA,http://primaria-cornereva.ro,contact@primaria-cornereva.ro,372930017
CARAS-SEVERIN,CORONINI,http://www.primariacoronini.ro,primaria.coronini@yahoo.com,255544115
CARAS-SEVERIN,DALBOSET,N/A,primariadalboset@yahoo.com,255243403
CARAS-SEVERIN,DOCLIN,http://www.comuna-doclin.ro/,secretariat@comuna-doclin.ro,255527074
CARAS-SEVERIN,DOGNECEA,https://comunadognecea.ro,dogneceaprimaria@yahoo.com,255236305
CARAS-SEVERIN,DOMASNEA,https://www.primaria-domasnea.ro/,domasnea@gmail.com,255263101
CARAS-SEVERIN,EFTIMIE MURGU,https://www.primariaeftimiemurgu.ro/,emurguprimar@yahoo.com,255243210
CARAS-SEVERIN,EZERIS,http://www.primariaezeris.ro/,primaria.ezeris@yahoo.com,255235301
CARAS-SEVERIN,FARLIUG,https://www.comuna-firliug.ro/,primariafarliug@yahoo.com,255235414
CARAS-SEVERIN,FOROTIC,https://www.comunaforotic.ro/,comunaforotic@yahoo.com,371105291
CARAS-SEVERIN,GARNIC,http://www.primariagarnic.ro/,comunagarnic@primariagarnic.ro,731306970
CARAS-SEVERIN,GLIMBOCA,http://www.primaria-glimboca.ro/,primaria.glimboca@gmail.com,255534378
CARAS-SEVERIN,GORUIA,N/A,primariagoruia@yahoo.com,0255234501; 0255234611
CARAS-SEVERIN,GRADINARI,https://www.gradinari-cs.ro/,primariagradinari@yahoo.com,255575722
CARAS-SEVERIN,IABLANITA,http://www.primariaiablanita.ro/,primaria.iablanita@yahoo.com,0255563412; 0255563444; 0255563443
CARAS-SEVERIN,LAPUSNICEL,N/A,primarialapusnicel_cs@yahoo.com,0355561016; 0724360441; 0724360455; 0785255277
CARAS-SEVERIN,LAPUSNICU MARE,http://primarialapusnicumare.ro/,primarialapusnicumare@yahoo.com,0255244005; 0255244006
CARAS-SEVERIN,LUNCAVITA,http://www.luncavita.com/,primaria_luncavitacs@yahoo.com,0255261101; 0723292934
CARAS-SEVERIN,LUPAC,https://comunalupac.ro/,primarialupac@gmail.com,255233715
CARAS-SEVERIN,MARGA,http://comuna-marga.ro/,primaria.marga@gmail.com,0255524570; 0255524401
CARAS-SEVERIN,MAURENI,http://www.comunamaureni.ro/,primaria_maureni@yahoo.com,255526001
CARAS-SEVERIN,MEHADIA,http://www.primariamehadia.ro/,primariamehadiacs@yahoo.com,255523121
CARAS-SEVERIN,MEHADICA,http://mehadica.ro/,primaria.mehadica@gmail.com,255563339
CARAS-SEVERIN,NAIDAS,http://www.primarianaidas.ro/,primar@primarianaidas.ro,0255576412; 0771051865
CARAS-SEVERIN,OBREJA,http://primaria-obreja.ro/,obrejaprimarie@gmail.com,0255534501; 0255534567
CARAS-SEVERIN,OCNA DE FIER,https://www.ocnadefier.ro/,primaria@ocnadefier.ro,0255527929; 0255527802
CARAS-SEVERIN,PALTINIS,http://www.primariapaltiniscs.ro/,primaria@primariapaltiniscs.ro,255522804
CARAS-SEVERIN,POJEJENA,https://www.primariapojejena.ro/,primariapojejena@yahoo.com,255544355
CARAS-SEVERIN,PRIGOR,https://www.primariaprigor.ro/,pr_prigor@yahoo.com,255243832
CARAS-SEVERIN,RACASDIA,https://www.primariaracasdia.ro/,racasdiaprimaria@yahoo.com,255575493
CARAS-SEVERIN,RAMNA,http://www.ramna.ro/,primariaramna@yahoo.com,0255528001; 0255528185
CARAS-SEVERIN,RUSCA MONTANA,N/A,primariaruscamontana@yahoo.com,0255536082; 0255536058
CARAS-SEVERIN,SACU,https://www.comunasacu.ro/,primaria_sacu@yahoo.com,0255510340; 0255514740
CARAS-SEVERIN,SASCA MONTANA,N/A,primariasasca@yahoo.com,0255576514; 0255576565
CARAS-SEVERIN,SICHEVITA,https://www.comunasichevita.ro/,sichevitap@yahoo.com,0255545005; 0255545188
CARAS-SEVERIN,SLATINA-TIMIS,https://www.slatina-timis.ro/,primaria@slatina-timis.ro,255260844
CARAS-SEVERIN,SOCOL,https://www.primariasocol.ro/,primariasocol@yahoo.com,25554484
CARAS-SEVERIN,SOPOTU NOU,http://primaria-sopotunou.ro/,primaria@primaria-sopotunou.ro,255244901
CARAS-SEVERIN,TARNOVA,https://www.tarnova.ro/,primaria@tarnova.ro,255234704
CARAS-SEVERIN,TEREGOVA,http://teregova.ro/,primaria_teregova@yahoo.com,255260005
CARAS-SEVERIN,TICVANIU MARE,https://primariaticvaniumare.ro/,primariaticvaniumare@yahoo.com,255577100
CARAS-SEVERIN,TOPLET,http://www.primaria-toplet.ro/,primaria.toplet@gmail.com,255522102
CARAS-SEVERIN,TURNU RUIENI,http://www.comuna-turnuruieni.ro/,primariaturnuruieni@gmail.com,255510221
CARAS-SEVERIN,VALIUG,https://www.primaria-valiug.ro/,prim_valiug@yahoo.com,255235601
CARAS-SEVERIN,VARADIA,http://www.primariavaradiacs.ro/,primaria_varadia@yahoo.com,769065253
CARAS-SEVERIN,VERMES,http://www.vermes.ro/,comunavermes@yahoo.ro,255526401
CARAS-SEVERIN,VRANI,http://primaria-vrani.ro/,vrani.romania@gmail.com,355081086
CARAS-SEVERIN,ZAVOI,http://primariazavoi.ro/,primaria_zavoi@yahoo.com,255534822
CARAS-SEVERIN,ZORLENTU MARE,https://www.primariazorlentumare.ro/,primariazorlentumare@gmail.com,255232719
CALARASI,MUNICIPIUL CALARASI,https://www.primariacalarasi.ro/,office@primariacalarasi.ro,242311005
CALARASI,MUNICIPIUL OLTENITA,https://www.primariaoltenita.ro/,contact@primariaoltenita.ro,0242515182
CALARASI,ORAS BUDESTI,http://www.primariebudesti.ro/,primaria.budesti@gmail.com,242528301
CALARASI,ORAS FUNDULEA,http://www.primaria-fundulea.ro/,primariafundulea@yahoo.com,242642084
CALARASI,ORAS LEHLIU GARA,https://www.primarialehliugara.ro/,consiliullocal@yahoo.com,242641124
CALARASI,ALEXANDRU ODOBESCU,http://primariaodobescu.ro/,primaria_alodobescu@yahoo.com,242533600
CALARASI,BELCIUGATELE,http://belciugatele.ro/,primariabelciugatele@gmail.com,242643125
CALARASI,BORCEA,http://primariaborcea.ro/,primariaborcea@yahoo.co.uk,242340063
CALARASI,CASCIOARELE,https://comunacascioarele.ro/,cascioarele@cl.e-adm.ro,242525046
CALARASI,CHIRNOGI,http://www.comunachirnogi.ro/,prim_chirnogi@yahoo.com,242524239
CALARASI,CHISELET,http://www.primariachiselet.ro/,primariachiselet@yahoo.com,242521023
CALARASI,CIOCANESTI,http://www.primaria-ciocanesti.ro/,primaria@primaria-ciocanesti.ro,242337305
CALARASI,CRIVAT,http://www.comunacrivat.ro/,primariacrivat@yahoo.com,374091271
CALARASI,CURCANI,http://www.primariacurcani.ro/,primariacurcani@gmail.com,242526258
CALARASI,CUZA VODA,http://www.primariacuzavoda.ro/,primariacuzavodacalarasi@gmail.com,242339426
CALARASI,DICHISENI,http://www.primariadichiseni.ro/,primaria.dichiseni@yahoo.ro,242313637
CALARASI,DOR MARUNT,http://www.comunadormarunt.ro/,primaria.dormarunt@yahoo.com,242644220
CALARASI,DOROBANTU,https://primariadorobantu.ro/,primariadorobantu@yahoo.com,242335103
CALARASI,DRAGALINA,http://comunadragalina.ro/,pdragalina@gmail.com,242708073
CALARASI,DRAGOS VODA,https://primariadragosvoda.ro/,secretar@primariadragosvoda.ro,242345711
CALARASI,FRASINET,http://www.primariacomuneifrasinet.ro/,primaria_frasinet@yahoo.com,242645908
CALARASI,FRUMUSANI,https://www.primaria-frumusani.ro/,primaria_frumusani@yahoo.com,242516012
CALARASI,FUNDENI,https://www.primariafundeni.ro/,primariafundenicl@yahoo.com,242516306
CALARASI,GALBINASI,https://primaria-galbinasi.ro/,primaria.galbinasi@yahoo.com,242516814
CALARASI,GRADISTEA,http://primariagradistea.ro/,primaria@primariagradistea.ro,242336017
CALARASI,GURBANESTI,http://www.gurbanesti.ro/,primaria_gurbanesti@yahoo.com,242317138
CALARASI,ILEANA,http://www.comunaileana.ro/,primariaileana@gmail.com,242646048
CALARASI,INDEPENDENTA,http://www.primariaindependenta.ro/,primarindependenta@yahoo.com,242535353
CALARASI,JEGALIA,http://www.primariajegalia.ro/,primariajegalia@yahoo.com,242342021
CALARASI,LEHLIU,http://www.comunalehliu.ro/,contact@comunalehliu.ro,242645165
CALARASI,LUICA,http://www.primaria-luica.ro/,primaria.luica@yahoo.com,242527021
CALARASI,LUPSANU,https://primarialupsanu.ro/,primaria.lupsanu@yahoo.com,242646412
CALARASI,MANASTIREA,http://primariamanastirea.ro/,manastirea_primaria@yahoo.com,242520018
CALARASI,MITRENI,http://www.primariamitreni.ro/,primariamitreni@yahoo.com,242525450
CALARASI,MODELU,http://www.primariamodelu.ro/,primarie@primariamodelu.ro,242312553
CALARASI,NANA,http://www.primarianana.ro/,primarianana@yahoo.com,242531531
CALARASI,NICOLAE BALCESCU,http://www.primarianicolaebalcescu.ro/,primarianicolaebalcescu@yahoo.com,242534411
CALARASI,PERISORU,http://www.comunaperisoru.ro/,comuna.perisoru@yahoo.com,242346010
CALARASI,PLATARESTI,https://primaria-plataresti.ro/,platarestiprimaria@yahoo.com,0242533044
CALARASI,RADOVANU,http://primaria-radovanu.ro/,primaria_radovanu@yahoo.com,242517211
CALARASI,ROSETI,https://www.comunaroseti.ro/,primariaroseti@yahoo.com,242344017
CALARASI,SARULESTI,http://www.primariacomuneisarulesti.ro/,primariasarulesti@yahoo.com,242311935
CALARASI,SOHATU,http://primariasohatu.ro/,secretariat@primariasohatu.ro,242517005
CALARASI,SOLDANU,https://primaria-soldanu.ro/,primariasoldanu@yahoo.com,0242530530
CALARASI,SPANTOV,https://www.comunaspantov.ro/,primariaspantov@gmail.com,242522148
CALARASI,STEFAN CEL MARE,www.stefancelmarecl.ro,primar@stefancelmarecl.ro,242530077
CALARASI,STEFAN VODA,N/A,stefanvoda_cl@yahoo.com,242536758
CALARASI,TAMADAU MARE,http://www.primariatamadau.ro/,primariatamadau@yahoo.com,242643444
CALARASI,ULMENI,http://www.primariaulmeni.ro/,primaria_ulmeni@yahoo.com,242523123
CALARASI,ULMU,http://ulmu.infoprimarie.ro/,primarie@ulmu.infoprimarie.ro,242338070
CALARASI,UNIREA,http://www.primaria-unirea.ro/,primariaunireacalarasi@yahoo.com,242343028
CALARASI,VALCELELE,http://www.primariavilcelele.ro/,primaria_vilcelele@yahoo.com,242346603
CALARASI,VALEA ARGOVEI,http://comunavaleaargovei.ro/,primaria_valea_argovei@yahoo.com,242645680
CALARASI,VASILATI,http://primariavasilati.ro/,primariavasilati@primariavasilati.ro,242532532
