judet,localitate,url,rss_url,tier,cms,site_viu,feed_viu,feed_items,newest_real_date,candidat_loader,activ_august,respins_motiv
CARAS-SEVERIN,DOMASNEA,https://www.primaria-domasnea.ro,https://primaria-domasnea.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-03,yes,yes,
CARAS-SEVERIN,CORNEA,https://www.primaria-cornea.ro,https://primaria-cornea.ro/feed/,comuna,wordpress,yes,yes,1,2022-10-17,no,no,
CARAS-SEVERIN,CARBUNARI,https://comuna-carbunari.ro,https://comuna-carbunari.ro/feed/,comuna,wordpress,yes,yes,10,2026-04-09,yes,no,
CARAS-SEVERIN,CORONINI,http://www.primariacoronini.ro,https://primariacoronini.ro/feed,comuna,wordpress,yes,yes,10,2026-09-02,yes,yes,
CARAS-SEVERIN,GRADINARI,https://www.gradinari-cs.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,BOLVASNITA,http://www.primaria-bolvasnita.ro,https://primaria-bolvasnita.ro/feed/,comuna,wordpress,yes,yes,6,2026-06-28,yes,no,
CARAS-SEVERIN,CIUDANOVITA,https://www.primariaciudanovita.ro,https://primariaciudanovita.ro/feed/,comuna,wordpress,yes,yes,10,2026-03-09,yes,no,
CARAS-SEVERIN,IABLANITA,http://www.primariaiablanita.ro,https://primariaiablanita.ro/feed/,comuna,wordpress,yes,yes,1,2021-10-25,no,no,
CARAS-SEVERIN,ORAS MOLDOVA NOUA,http://www.moldovanoua.com,,oras,unknown,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,GARNIC,http://www.primariagarnic.ro,https://www.primariagarnic.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
CARAS-SEVERIN,BUCOSNITA,https://www.primariabucosnita.ro,https://primariabucosnita.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
CARAS-SEVERIN,SACU,https://www.comunasacu.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,GORUIA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
CARAS-SEVERIN,LAPUSNICU MARE,http://primarialapusnicumare.ro,https://primarialapusnicumare.ro/feed/,comuna,wordpress,yes,yes,10,2023-12-08,no,no,
CARAS-SEVERIN,LAPUSNICEL,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
CARAS-SEVERIN,SICHEVITA,https://www.comunasichevita.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,CARASOVA,http://primariacarasova.ro,https://primariacarasova.ro/feed/,comuna,wordpress,yes,yes,8,2021-03-17,no,no,
CARAS-SEVERIN,MAURENI,http://www.comunamaureni.ro,https://www.comunamaureni.ro/feed/,comuna,wordpress,yes,yes,12,2026-07-30,yes,no,
CARAS-SEVERIN,MUNICIPIUL RESITA,http://www.primaria-resita.ro,,municipiu,wordpress,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,SLATINA-TIMIS,https://www.slatina-timis.ro,,comuna,e-adm,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,OCNA DE FIER,https://www.ocnadefier.ro,https://www.ocnadefier.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-26,yes,yes,
CARAS-SEVERIN,PALTINIS,http://www.primariapaltiniscs.ro,https://www.primariapaltiniscs.ro/feed/,comuna,wordpress,yes,yes,3,2025-12-11,no,no,
CARAS-SEVERIN,GLIMBOCA,http://www.primaria-glimboca.ro,http://www.primaria-glimboca.ro/?feed=rss2,comuna,wordpress,yes,yes,2,2014-06-26,no,no,
CARAS-SEVERIN,MARGA,http://comuna-marga.ro,http://comuna-marga.ro/index.php/feed/,comuna,wordpress,yes,yes,0,,no,no,
BUZAU,UNGURIU,http://primariaunguriu.ro,https://www.primariaunguriu.ro/feed/,comuna,wordpress,yes,yes,12,2026-01-14,yes,no,
CARAS-SEVERIN,ORAS BOCSA,https://www.orasulbocsa.ro,,oras,unknown,yes,no,,,no,no,feed nu raspunde
BUZAU,PUIESTI,https://www.primariapuiesti-bz.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,SOPOTU NOU,http://primaria-sopotunou.ro,https://primaria-sopotunou.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-17,yes,yes,
CARAS-SEVERIN,RUSCA MONTANA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
CARAS-SEVERIN,POJEJENA,https://www.primariapojejena.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,ORAS ORAVITA,http://www.primariaoravita.ro,,oras,unknown,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,SASCA MONTANA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
CARAS-SEVERIN,LUPAC,https://comunalupac.ro,https://comunalupac.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-12,yes,yes,
CARAS-SEVERIN,VALIUG,https://www.primaria-valiug.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,TOPLET,http://www.primaria-toplet.ro,http://www.primaria-toplet.ro/?feed=rss2,comuna,wordpress,yes,yes,1,2015-03-04,no,no,
CARAS-SEVERIN,ZAVOI,http://primariazavoi.ro,,comuna,unknown,no,no,,,no,no,site mort
BUZAU,SARULESTI,http://primariasarulesti.ro,https://primariasarulesti.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
CARAS-SEVERIN,RACASDIA,https://www.primariaracasdia.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,VERMES,http://www.vermes.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CALARASI,CURCANI,http://www.primariacurcani.ro,,comuna,e-adm,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,NAIDAS,http://www.primarianaidas.ro,https://primarianaidas.ro/feed/,comuna,wordpress,yes,yes,1,2022-08-25,no,no,
CARAS-SEVERIN,TICVANIU MARE,https://primariaticvaniumare.ro,https://primariaticvaniumare.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
CALARASI,CIOCANESTI,http://www.primaria-ciocanesti.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
CALARASI,ORAS BUDESTI,http://www.primariebudesti.ro,https://www.primariebudesti.ro/feed/,oras,wordpress,yes,yes,12,2026-09-04,yes,yes,
CARAS-SEVERIN,RAMNA,http://www.ramna.ro,https://ramna.ro/feed/,comuna,wordpress,yes,yes,10,2026-06-26,yes,no,
CALARASI,CASCIOARELE,https://comunacascioarele.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,MEHADICA,http://mehadica.ro,http://mehadica.ro/index.php/feed/,comuna,wordpress,yes,yes,2,2015-09-10,no,no,
CARAS-SEVERIN,TURNU RUIENI,http://www.comuna-turnuruieni.ro,http://www.comuna-turnuruieni.ro/index.php/feed/,comuna,wordpress,yes,yes,1,2017-05-18,no,no,
CARAS-SEVERIN,VARADIA,http://www.primariavaradiacs.ro,https://primariavaradiacs.ro/feed/,comuna,wordpress,yes,yes,6,2025-03-29,no,no,
CALARASI,BORCEA,http://primariaborcea.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
CALARASI,DRAGALINA,http://comunadragalina.ro,,comuna,e-adm,yes,no,,,no,no,feed nu raspunde
CALARASI,DOROBANTU,https://primariadorobantu.ro,https://primariadorobantu.ro/feed/,comuna,wordpress,yes,yes,7,2024-01-25,no,no,
CARAS-SEVERIN,VRANI,http://primaria-vrani.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CALARASI,DOR MARUNT,http://www.comunadormarunt.ro,https://comunadormarunt.ro/rss.xml,comuna,e-adm,yes,yes,15,2026-08-31,yes,yes,
CALARASI,DICHISENI,http://www.primariadichiseni.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,TEREGOVA,http://teregova.ro,https://www.teregova.ro/feed/,comuna,wordpress,yes,yes,10,2023-06-19,no,no,
CALARASI,FUNDENI,https://www.primariafundeni.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CALARASI,DRAGOS VODA,https://primariadragosvoda.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
CALARASI,FRUMUSANI,https://www.primaria-frumusani.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,TARNOVA,https://www.tarnova.ro,https://tarnova.ro/feed/,comuna,wordpress,yes,yes,8,2026-08-20,yes,yes,
CALARASI,GALBINASI,https://primaria-galbinasi.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
CALARASI,GRADISTEA,http://primariagradistea.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
CALARASI,FRASINET,http://www.primariacomuneifrasinet.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,MEHADIA,http://www.primariamehadia.ro,https://primariamehadia.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
CARAS-SEVERIN,ORAS BAILE HERCULANE,https://www.primaria-baileherculane.ro,https://primaria-baileherculane.ro/feed/,oras,wordpress,yes,yes,10,2025-07-14,no,no,
CALARASI,LUICA,http://www.primaria-luica.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,FOROTIC,https://www.comunaforotic.ro,https://comunaforotic.ro/feed/,comuna,wordpress,yes,yes,10,2024-03-29,no,no,
CALARASI,ORAS LEHLIU GARA,https://www.primarialehliugara.ro,,oras,unknown,yes,no,,,no,no,feed nu raspunde
CALARASI,ALEXANDRU ODOBESCU,http://primariaodobescu.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CALARASI,MANASTIREA,http://primariamanastirea.ro,,comuna,unknown,no,no,,,no,no,site mort
CARAS-SEVERIN,PRIGOR,https://www.primariaprigor.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CALARASI,CRIVAT,http://www.comunacrivat.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CALARASI,MUNICIPIUL OLTENITA,https://www.primariaoltenita.ro,,municipiu,unknown,yes,no,,,no,no,feed nu raspunde
CALARASI,TAMADAU MARE,http://www.primariatamadau.ro,,comuna,unknown,no,no,,,no,no,site mort
CALARASI,STEFAN VODA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
CALARASI,ULMU,http://ulmu.infoprimarie.ro,,comuna,unknown,no,no,,,no,no,site mort
CARAS-SEVERIN,OBREJA,http://primaria-obreja.ro,,comuna,unknown,no,no,,,no,no,site mort
CALARASI,RADOVANU,http://primaria-radovanu.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
CALARASI,VALEA ARGOVEI,http://comunavaleaargovei.ro,,comuna,unknown,no,no,,,no,no,site mort
CALARASI,UNIREA,http://www.primaria-unirea.ro,https://www.primaria-unirea.ro/feed,comuna,wordpress,yes,yes,1,2020-03-20,no,no,
CALARASI,MUNICIPIUL CALARASI,https://www.primariacalarasi.ro,https://primariacalarasi.ro/feed/,municipiu,wordpress,yes,yes,10,2026-09-01,yes,yes,
CALARASI,SPANTOV,https://www.comunaspantov.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
CALARASI,MODELU,http://www.primariamodelu.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CALARASI,NANA,http://www.primarianana.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CALARASI,NICOLAE BALCESCU,http://www.primarianicolaebalcescu.ro,,comuna,unknown,no,no,,,no,no,site mort
CALARASI,PERISORU,http://www.comunaperisoru.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CALARASI,BELCIUGATELE,http://belciugatele.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
CLUJ,MUNICIPIUL CLUJ-NAPOCA,https://primariaclujnapoca.ro,https://primariaclujnapoca.ro/feed/,municipiu,wordpress,yes,yes,3,2024-07-10,no,no,
CALARASI,ROSETI,https://www.comunaroseti.ro,https://comunaroseti.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
CALARASI,ULMENI,http://www.primariaulmeni.ro,https://www.primariaulmeni.ro/feed,comuna,wordpress,yes,yes,2,2020-03-25,no,no,
CALARASI,LUPSANU,https://primarialupsanu.ro,https://primarialupsanu.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-04,yes,yes,
CARAS-SEVERIN,ZORLENTU MARE,https://www.primariazorlentumare.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CALARASI,SARULESTI,http://www.primariacomuneisarulesti.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CALARASI,VLAD TEPES,https://www.primariavladtepes.ro,https://primariavladtepes.ro/feed/,comuna,wordpress,yes,yes,1,2024-05-29,no,no,
CALARASI,SOHATU,http://primariasohatu.ro,https://primariasohatu.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-04,yes,yes,
CLUJ,MUNICIPIUL DEJ,http://www.primariadej.ro,,municipiu,wordpress,yes,no,,,no,no,feed nu raspunde
CLUJ,MUNICIPIUL CAMPIA TURZII,https://campiaturzii.ro,,municipiu,unknown,yes,no,,,no,no,feed nu raspunde
CALARASI,CHIRNOGI,http://www.comunachirnogi.ro,https://comunachirnogi.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
CALARASI,MITRENI,http://www.primariamitreni.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
CALARASI,SOLDANU,https://primaria-soldanu.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CALARASI,VASILATI,http://primariavasilati.ro,https://primariavasilati.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
CLUJ,ORAS HUEDIN,https://primariahuedin.ro,https://primariahuedin.ro/feed/,oras,wordpress,yes,yes,15,2026-08-31,yes,yes,
CALARASI,STEFAN CEL MARE,https://www.stefancelmarecl.ro,https://www.stefancelmarecl.ro/feed/,comuna,wordpress,yes,yes,12,2026-09-01,yes,yes,
CLUJ,MUNICIPIUL TURDA,https://primariaturda.ro,https://primariaturda.ro/feed,municipiu,other,yes,no,,,no,no,feed nu raspunde
CLUJ,AITON,http://primariaaiton.ro,https://primariaaiton.ro/feed/,comuna,wordpress,yes,yes,3,2025-07-17,no,no,
CALARASI,PLATARESTI,https://primaria-plataresti.ro,https://primaria-plataresti.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
CLUJ,APAHIDA,http://www.primaria-apahida.ro,https://primaria-apahida.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-03,yes,yes,
CLUJ,CAMARASU,https://www.primariacamarasu.ro,https://www.primariacamarasu.ro/feed/,comuna,wordpress,yes,yes,20,2026-08-24,yes,yes,
CLUJ,CAPUSU MARE,https://www.primaria-capusumare.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CLUJ,CATINA,https://www.primariacatina.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CARAS-SEVERIN,SOCOL,https://www.primariasocol.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CLUJ,CASEIU,https://www.caseiu.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CLUJ,ASCHILEU,https://www.comunaaschileu.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
CLUJ,BONTIDA,http://comunabontida.ro,https://comunabontida.ro/feed/,comuna,wordpress,yes,yes,10,2023-06-26,no,no,
CLUJ,BORSA,https://www.primariaborsa.ro,https://primariaborsa.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-02,yes,yes,
CLUJ,CALARASI,https://primariacalarasi-cluj.ro,https://primariacalarasi-cluj.ro/feed/,comuna,wordpress,yes,yes,10,2026-06-10,yes,no,
CALARASI,CHISELET,http://www.primariachiselet.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
CLUJ,CALATELE,http://www.primariacalatele.ro,https://primariacalatele.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-21,yes,yes,
CALARASI,VALCELELE,http://www.primariavilcelele.ro,,comuna,unknown,no,no,,,no,no,site mort
CLUJ,AGHIRESU,https://aghiresu.ro,https://aghiresu.ro/feed/,comuna,wordpress,yes,yes,3,2020-03-09,no,no,
CALARASI,CUZA VODA,http://www.primariacuzavoda.ro,https://primariacuzavoda.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
CLUJ,CORNESTI,http://primariacornesti.ro/ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CLUJ,FIZESU GHERLII,https://www.fizesu-gherlii.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CLUJ,GARBAU,http://www.primariagarbau.ro,https://www.primariagarbau.ro/feed/,comuna,wordpress,yes,yes,10,2021-11-16,no,no,
CLUJ,ICLOD,https://www.primariaiclod.ro,,comuna,unknown,no,no,,,no,no,site mort
CLUJ,FELEACU,http://www.comunafeleacu.ro,,comuna,e-adm,yes,no,,,no,no,feed nu raspunde
CLUJ,BELIS,https://primariabelis.ro,,comuna,unknown,no,no,,,no,no,site mort
CLUJ,FRATA,https://www.primariafrata.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CLUJ,IARA,http://primariaiara.ro,https://primariaiara.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
CLUJ,CATCAU,https://www.primariacatcau.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
CALARASI,ORAS FUNDULEA,http://www.primaria-fundulea.ro,,oras,joomla,yes,no,,,no,no,feed nu raspunde
CLUJ,FLORESTI,https://www.floresticluj.ro,https://floresticluj.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-04,yes,yes,
CLUJ,GILAU,https://comunagilau.ro,https://comunagilau.ro/feed/,comuna,wordpress,yes,yes,6,2026-09-04,yes,yes,
CLUJ,CEANU MARE,http://www.ceanu-mare.ro,https://ceanu-mare.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-04,yes,yes,
CLUJ,CIURILA,http://primariaciurila.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CLUJ,COJOCNA,https://comunacojocna.ro,https://comunacojocna.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-03,yes,yes,
CLUJ,IZVORU CRISULUI,http://primariaizvorucrisului.ro,,comuna,e-adm,yes,no,,,no,no,feed nu raspunde
CLUJ,GEACA,http://www.primariageaca.ro,https://primariageaca.ro/feed/,comuna,wordpress,yes,yes,8,2025-05-26,no,no,
CLUJ,CUZDRIOARA,https://primaria-cuzdrioara.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
CLUJ,ALUNIS,http://www.comunaalunis.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CALARASI,JEGALIA,http://www.primariajegalia.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
CLUJ,MOCIU,https://www.primariamociu.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CLUJ,PLOSCOS,http://www.primariaploscos.ro,,comuna,unknown,no,no,,,no,no,site mort
CLUJ,MANASTIRENI,https://primariamanastireni.ro,https://primariamanastireni.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-26,yes,yes,
CLUJ,BUZA,https://www.primariabuza.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CLUJ,BAISOARA,https://www.primariabaisoara.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CALARASI,ILEANA,http://www.comunaileana.ro,https://www.comunaileana.ro/feed,comuna,wordpress,yes,yes,1,2020-03-20,no,no,
CLUJ,CAIANU,http://www.primariacaianu.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CLUJ,CHIUIESTI,https://primariachiuiesti.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
CALARASI,LEHLIU,http://www.comunalehliu.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CLUJ,JICHISU DE JOS,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
CLUJ,CHINTENI,https://www.primariachinteni.ro,https://www.primariachinteni.ro/feed/,comuna,wordpress,yes,yes,10,2023-03-29,no,no,
CLUJ,LUNA,https://www.primarialuna.ro,https://www.primarialuna.ro/feed/,comuna,wordpress,yes,yes,12,2026-09-03,yes,yes,
CLUJ,DABACA,https://primaria-dabaca.ro,https://primaria-dabaca.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-04,yes,yes,
CLUJ,MOLDOVENESTI,https://www.primariamoldovenesti.ro,https://www.primariamoldovenesti.ro/feed/,comuna,wordpress,yes,yes,12,2026-08-28,yes,yes,
CLUJ,MICA,http://www.primariamica.ro,,comuna,e-adm,yes,no,,,no,no,feed nu raspunde
CLUJ,MIHAI VITEAZU,https://primariamihaiviteazu.ro,https://primariamihaiviteazu.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-28,yes,yes,
CLUJ,MARGAU,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
CLUJ,PALATCA,https://primariapalatca.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
CLUJ,CIUCEA,https://primariaciucea.ro,https://primariaciucea.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
CLUJ,PETRESTII DE JOS,https://petrestiidejos.ro,https://petrestiidejos.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-01,yes,yes,
CLUJ,VULTURENI,http://www.vultureni.ro,,comuna,unknown,no,no,,,no,no,site mort
CLUJ,SANPAUL,http://www.sinpaul.ro,,comuna,unknown,no,no,,,no,no,site mort
CLUJ,BACIU,http://primaria-baciu.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CLUJ,TAGA,https://www.primariataga.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CLUJ,MINTIU GHERLII,https://www.mintiu-gherlii.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
CLUJ,UNGURAS,https://www.comunaunguras.ro,,comuna,unknown,no,no,,,no,no,site mort
CLUJ,SACUIEU,https://www.primariasacuieu.ro,https://www.primariasacuieu.ro/feed/,comuna,wordpress,yes,yes,1,2017-10-27,no,no,
CLUJ,VAD,https://primariavad.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
CONSTANTA,ORAS HARSOVA,https://primaria-harsova.ro,,oras,e-adm,yes,no,,,no,no,feed nu raspunde
CLUJ,SANDULESTI,https://comunasandulesti.ro,https://comunasandulesti.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-01,yes,yes,
CLUJ,BOBALNA,https://www.primariabobilna.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CLUJ,TRITENII DE JOS,https://www.primariatriteniidejos.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CONSTANTA,ORAS NEGRU VODA,https://primaria-negruvoda.ro,https://primaria-negruvoda.ro/index.php/feed/,oras,wordpress,yes,yes,10,2024-04-26,no,no,
CONSTANTA,ORAS MURFATLAR,https://www.primaria-murfatlar.ro,https://www.primaria-murfatlar.ro/?format=feed&type=rss,oras,joomla,yes,yes,15,2026-08-30,yes,yes,
CLUJ,PANTICEU,https://www.primaria-panticeu.ro/c,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CONSTANTA,ORAS CERNAVODA,http://www.primaria-cernavoda.ro,https://primaria-cernavoda.ro/feed/,oras,wordpress,yes,yes,10,2026-09-03,yes,yes,
CONSTANTA,ORAS NAVODARI,https://www.primaria-navodari.ro,https://www.primaria-navodari.ro/feed/,oras,wordpress,yes,yes,5,2026-09-04,yes,yes,
CONSTANTA,AGIGEA,https://www.primaria-agigea.ro,https://primaria-agigea.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-28,yes,yes,
CLUJ,MAGURI-RACATAU,https://www.comunamaguriracatau.ro,https://comunamaguriracatau.ro/feed/,comuna,wordpress,yes,yes,7,2023-04-14,no,no,
CONSTANTA,23 August,https://primaria23august.ro,https://primaria23august.ro/feed/,comuna,wordpress,yes,yes,1,2019-10-11,no,no,
CLUJ,SAVADISLA,https://primariasavadisla.ro,https://primariasavadisla.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-01,yes,yes,
CLUJ,MARISEL,https://www.primariamarisel.ro,https://primariamarisel.ro/feed/,comuna,wordpress,yes,yes,7,2023-03-11,no,no,
CONSTANTA,MUNICIPIUL MEDGIDIA,https://primaria-medgidia.ro,https://primaria-medgidia.ro/feed/,municipiu,wordpress,yes,yes,10,2026-09-03,yes,yes,
CONSTANTA,CIOBANU,http://primaria-ciobanu.ro,,comuna,unknown,no,no,,,no,no,site mort
CALARASI,GURBANESTI,http://www.gurbanesti.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
CONSTANTA,ORAS OVIDIU,http://www.primariaovidiu.ro,https://primariaovidiu.ro/feed/,oras,wordpress,yes,yes,10,2026-08-26,yes,yes,
CLUJ,VALEA IERII,https://www.primariavaleaierii.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CLUJ,MUNICIPIUL GHERLA,http://www.gherla.ro,,municipiu,wordpress,yes,no,,,no,no,feed nu raspunde
CONSTANTA,MUNICIPIUL MANGALIA,https://mangalia.ro,https://mangalia.ro/feed/,municipiu,wordpress,yes,yes,10,2026-09-04,yes,yes,
CONSTANTA,ORAS TECHIRGHIOL,https://www.primariatechirghiol.ro,,oras,wordpress,yes,no,,,no,no,feed nu raspunde
CLUJ,RISCA,https://www.primariarisca.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CONSTANTA,ADAMCLISI,https://primaria-adamclisi.ro,https://primaria-adamclisi.ro/feed/,comuna,wordpress,yes,yes,12,2026-09-02,yes,yes,
CLUJ,SANCRAIU,http://www.sancraiu.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CLUJ,SANMARTIN,https://www.primariasinmartin.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CONSTANTA,COBADIN,http://primariacobadin.ro,https://primariacobadin.ro/feed/,comuna,wordpress,yes,yes,10,2025-05-09,no,no,
CLUJ,TURENI,https://comunatureni.ro,https://comunatureni.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-03,yes,yes,
CONSTANTA,ALBESTI,https://comuna-albestict.ro,https://comuna-albestict.ro/feed/,comuna,wordpress,yes,yes,1,2024-08-07,no,no,
CONSTANTA,ORAS EFORIE,https://www.primariaeforie.ro,,oras,wordpress,yes,no,,,no,no,feed nu raspunde
CONSTANTA,COGEALAC,https://www.primariacogealac.ro,https://www.primariacogealac.ro/feed,comuna,wordpress,yes,yes,4,2026-06-17,yes,no,
CLUJ,NEGRENI,https://www.primarianegreni.ro,https://primarianegreni.ro/feed/,comuna,wordpress,yes,yes,30,2026-09-02,yes,yes,
CALARASI,INDEPENDENTA,http://www.primariaindependenta.ro,https://primariaindependenta.ro/feed/,comuna,wordpress,yes,yes,1,2021-07-25,no,no,
CONSTANTA,GARLICIU,https://primariagarliciu.ro,https://primariagarliciu.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
CLUJ,SIC,http://www.szek-sic.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CONSTANTA,ISTRIA,https://primaria-istria.ro,https://primaria-istria.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-12,yes,yes,
CONSTANTA,HORIA,https://www.primariahoriaconstanta.ro,,comuna,unknown,no,no,,,no,no,site mort
CONSTANTA,CORBU,http://primariacorbu.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CONSTANTA,COSTINESTI,https://primariacostinesti.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
CONSTANTA,CUZA VODA,https://www.primariacuzavodact.ro,,comuna,unknown,no,no,,,no,no,site mort
CONSTANTA,CERCHEZU,https://primariacerchezu.ro,https://primariacerchezu.ro/feed/,comuna,wordpress,yes,yes,12,2026-06-16,yes,no,
CONSTANTA,CUMPANA,https://primaria-cumpana.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
